Name,List,Image,Animation,Video,Table,Github,Links,Project,Inline,Code,repository_ID,fullname_x,URL,created_date_x,language,description,number_of_stars,num_of_forks,num_of_watchers,open_issue_count,repo_id,repository,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,open_prs,closed_prs,total_prs,readme_issues,readme_commits,fullname_y,created_date_y,days,download_score,community_score,assets_score,releases_score,commits_score,avg_assets_release,Label
aaronksaunders/firebaseStorage2,9,3,0,0,0,0,6,0,6,9.0,65119755,aaronksaunders/firebaseStorage2,https://github.com/aaronksaunders/firebaseStorage2,2016-08-07 06:42:45,TypeScript,,24,19,24,3,123,aaronksaunders/firebaseStorage2,1.0,0.0,2.0,0.0,11.0,3.0,5.0,8.0,0.0,0.0,0.0,0.0,5.0,aaronksaunders/firebaseStorage2,2016-08-07 06:42:45,2070,0.0,0.0004830917874396,0.0,0.0009661835748792,0.0053140096618357,0.0,1
atom-haskell-archive/autocomplete-haskell,30,12,9,0,0,0,0,0,9,0.0,29850935,atom-haskell-archive/autocomplete-haskell,https://github.com/atom-haskell-archive/autocomplete-haskell,2015-01-26 07:59:24,TypeScript,,23,1,23,2,122,atom-haskell-archive/autocomplete-haskell,1.0,0.0,2.0,0.0,176.0,2.0,19.0,21.0,0.0,1.0,1.0,0.0,16.0,atom-haskell-archive/autocomplete-haskell,2015-01-26 07:59:24,2629,0.0,0.00038037276531,0.0,0.00076074553062,0.0669456066945606,0.0,1
jupyter-attic/jupyter-js-plugins,24,3,3,0,0,6,24,0,12,18.0,49098270,jupyter-attic/jupyter-js-plugins,https://github.com/jupyter-attic/jupyter-js-plugins,2016-01-05 23:08:27,TypeScript,,22,13,22,2,121,jupyter-attic/jupyter-js-plugins,11.0,0.0,2.0,0.0,531.0,2.0,23.0,25.0,0.0,151.0,151.0,0.0,17.0,jupyter-attic/jupyter-js-plugins,2016-01-05 23:08:27,2285,0.0,0.0048140043763676,0.0,0.0008752735229759,0.2323851203501094,0.0,1
Hacklone/angular2-cool-infinite-grid,0,0,0,0,0,0,3,0,6,12.0,61962480,Hacklone/angular2-cool-infinite-grid,https://github.com/Hacklone/angular2-cool-infinite-grid,2016-06-25 21:36:17,TypeScript,,21,5,21,0,120,Hacklone/angular2-cool-infinite-grid,3.0,0.0,2.0,0.0,15.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,6.0,Hacklone/angular2-cool-infinite-grid,2016-06-25 21:36:17,2113,0.0,0.0014197823000473,0.0,0.0009465215333648,0.0070989115002366,0.0,1
ojsheikh/unicode-latex,0,6,6,0,0,0,0,0,6,0.0,65123699,ojsheikh/unicode-latex,https://github.com/ojsheikh/unicode-latex,2016-08-07 08:34:59,TypeScript,,20,13,20,19,119,ojsheikh/unicode-latex,6.0,0.0,2.0,0.0,35.0,9.0,3.0,12.0,10.0,10.0,20.0,0.0,7.0,ojsheikh/unicode-latex,2016-08-07 08:34:59,2070,0.0,0.0028985507246376,0.0,0.0009661835748792,0.0169082125603864,0.0,1
stonelu/easyegret,33,0,0,0,0,0,0,0,0,0.0,26939104,stonelu/easyegret,https://github.com/stonelu/easyegret,2014-11-21 00:53:07,TypeScript,,18,8,18,0,117,stonelu/easyegret,1.0,0.0,2.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,stonelu/easyegret,2014-11-21 00:53:07,2695,0.0,0.0003710575139146,0.0,0.0007421150278293,0.0092764378478664,0.0,1
yangsf5/moba,0,0,0,0,0,0,0,0,0,0.0,43078938,yangsf5/moba,https://github.com/yangsf5/moba,2015-09-24 16:29:01,TypeScript,,17,11,17,0,116,yangsf5/moba,3.0,0.0,2.0,0.0,119.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,2.0,yangsf5/moba,2015-09-24 16:29:01,2388,0.0,0.0012562814070351,0.0,0.0008375209380234,0.0498324958123953,0.0,1
bigyak/wild-yak,12,0,0,0,0,0,0,0,0,18.0,57425551,bigyak/wild-yak,https://github.com/bigyak/wild-yak,2016-04-30 03:32:49,TypeScript,,16,5,16,0,115,bigyak/wild-yak,3.0,0.0,2.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,bigyak/wild-yak,2016-04-30 03:32:49,2169,0.0,0.0013831258644536,0.0,0.0009220839096357,0.0530198248040571,0.0,1
mashhoodr/angular2-multicomponent-form,99,0,0,0,0,3,15,0,27,3.0,59080790,mashhoodr/angular2-multicomponent-form,https://github.com/mashhoodr/angular2-multicomponent-form,2016-05-18 04:03:04,TypeScript,,15,7,15,0,114,mashhoodr/angular2-multicomponent-form,5.0,0.0,2.0,0.0,107.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,18.0,mashhoodr/angular2-multicomponent-form,2016-05-18 04:03:04,2151,0.0,0.00232450023245,0.0,0.00092980009298,0.0497443049744305,0.0,1
dojo/routing,33,9,0,0,0,9,27,3,162,69.0,35429260,dojo/routing,https://github.com/dojo/routing,2015-05-11 14:31:49,TypeScript,,14,27,14,0,113,dojo/routing,21.0,0.0,2.0,0.0,179.0,0.0,37.0,37.0,0.0,103.0,103.0,5.0,32.0,dojo/routing,2015-05-11 14:31:49,2524,0.0,0.0083201267828843,0.0,0.0007923930269413,0.0709191759112519,0.0,1
swyphcosmo/vscode-spellchecker,114,15,3,0,0,6,18,0,93,1.5,60133051,swyphcosmo/vscode-spellchecker,https://github.com/swyphcosmo/vscode-spellchecker,2016-06-01 00:33:00,TypeScript,,13,10,13,9,112,swyphcosmo/vscode-spellchecker,9.0,0.0,2.0,0.0,82.0,9.0,41.0,50.0,0.0,21.0,21.0,4.0,33.0,swyphcosmo/vscode-spellchecker,2016-06-01 00:33:00,2137,0.0,0.00421151146467,0.0,0.0009358914365933,0.0383715489003275,0.0,1
prismicio/angular2-starter,0,0,0,0,0,6,12,3,24,1.5,62690270,prismicio/angular2-starter,https://github.com/prismicio/angular2-starter,2016-07-06 04:09:27,TypeScript,,12,6,12,1,111,prismicio/angular2-starter,5.0,0.0,2.0,0.0,28.0,1.0,1.0,2.0,0.0,4.0,4.0,0.0,3.0,prismicio/angular2-starter,2016-07-06 04:09:27,2102,0.0,0.0023786869647954,0.0,0.0009514747859181,0.0133206470028544,0.0,1
FullstackTypeScript/redux-bootstrap-example,33,15,0,0,0,6,21,0,15,18.0,57133922,FullstackTypeScript/redux-bootstrap-example,https://github.com/FullstackTypeScript/redux-bootstrap-example,2016-04-26 14:14:26,TypeScript,,11,5,11,2,110,FullstackTypeScript/redux-bootstrap-example,5.0,0.0,2.0,0.0,94.0,0.0,1.0,1.0,2.0,38.0,40.0,0.0,24.0,FullstackTypeScript/redux-bootstrap-example,2016-04-26 14:14:26,2173,0.0,0.0023009664058904,0.0,0.0009203865623561,0.0432581684307409,0.0,1
domchen/tspack,0,1,0,0,0,0,1,0,6,3.0,45247749,domchen/tspack,https://github.com/domchen/tspack,2015-10-30 11:42:19,TypeScript,,10,0,10,0,109,domchen/tspack,3.0,0.0,2.0,0.0,66.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,domchen/tspack,2015-10-30 11:42:19,2352,0.0,0.0012755102040816,0.0,0.0008503401360544,0.0280612244897959,0.0,1
chanon/typescript_module_example,9,0,0,0,0,0,0,0,12,12.0,45531902,chanon/typescript_module_example,https://github.com/chanon/typescript_module_example,2015-11-04 10:32:47,TypeScript,,9,1,9,1,108,chanon/typescript_module_example,1.0,0.0,2.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,chanon/typescript_module_example,2015-11-04 10:32:47,2347,0.0,0.0004260758414997,0.0,0.0008521516829995,0.0029825308904985,0.0,1
seanchas116/tparse,9,6,0,0,0,3,9,0,0,9.0,48087979,seanchas116/tparse,https://github.com/seanchas116/tparse,2015-12-16 04:46:59,TypeScript,,8,0,8,0,107,seanchas116/tparse,1.0,0.0,2.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,seanchas116/tparse,2015-12-16 04:46:59,2305,0.0,0.0004338394793926,0.0,0.0008676789587852,0.0108459869848156,0.0,1
TWAICE/nestjs-kinesis-producer,6,3,0,0,0,3,3,0,6,9.0,339397813,TWAICE/nestjs-kinesis-producer,https://github.com/TWAICE/nestjs-kinesis-producer,2021-02-16 12:53:03,TypeScript,,7,1,7,0,106,TWAICE/nestjs-kinesis-producer,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TWAICE/nestjs-kinesis-producer,2021-02-16 12:53:03,416,0.0,0.0048076923076923,0.0,0.0048076923076923,0.0120192307692307,0.0,1
maroun-baydoun/evented,0,3,0,0,0,0,9,0,0,12.0,34950023,maroun-baydoun/evented,https://github.com/maroun-baydoun/evented,2015-05-02 14:07:59,TypeScript,,6,0,6,7,105,maroun-baydoun/evented,1.0,0.0,2.0,0.0,42.0,1.0,0.0,1.0,6.0,1.0,7.0,0.0,9.0,maroun-baydoun/evented,2015-05-02 14:07:59,2533,0.0,0.0003947887879984,0.0,0.0007895775759968,0.0165811290959336,0.0,1
perryrh0dan/2fa,24,0,0,0,0,9,24,0,0,9.0,244967715,perryrh0dan/2fa,https://github.com/perryrh0dan/2fa,2020-03-04 17:54:54,TypeScript,,5,0,5,11,104,perryrh0dan/2fa,2.0,0.0,2.0,0.0,31.0,0.0,0.0,0.0,11.0,3.0,14.0,0.0,9.0,perryrh0dan/2fa,2020-03-04 17:54:54,765,0.0,0.0026143790849673,0.0,0.0026143790849673,0.0405228758169934,0.0,1
dwnusbaum/boyer-moore-demo,0,0,0,0,0,0,3,0,0,0.0,43337894,dwnusbaum/boyer-moore-demo,https://github.com/dwnusbaum/boyer-moore-demo,2015-09-29 01:40:05,TypeScript,,4,3,4,2,103,dwnusbaum/boyer-moore-demo,1.0,0.0,2.0,0.0,165.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,7.0,dwnusbaum/boyer-moore-demo,2015-09-29 01:40:05,2383,0.0,0.000419639110365,0.0,0.0008392782207301,0.0692404532102392,0.0,1
Sensinum/angular-ts-elastic-crud,12,0,0,0,0,0,0,0,3,19.5,45377214,Sensinum/angular-ts-elastic-crud,https://github.com/Sensinum/angular-ts-elastic-crud,2015-11-02 06:53:11,TypeScript,,3,1,3,0,102,Sensinum/angular-ts-elastic-crud,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Sensinum/angular-ts-elastic-crud,2015-11-02 06:53:11,2349,0.0,0.0008514261387824,0.0,0.0008514261387824,0.0012771392081736,0.0,1
japf/deezer-playlist-builder,12,0,0,0,0,0,0,0,0,12.0,43250396,japf/deezer-playlist-builder,https://github.com/japf/deezer-playlist-builder,2015-09-27 14:48:27,TypeScript,,2,1,2,0,101,japf/deezer-playlist-builder,3.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,japf/deezer-playlist-builder,2015-09-27 14:48:27,2385,0.0,0.0012578616352201,0.0,0.00083857442348,0.0016771488469601,0.0,1
derek-pavao/ts-validator,12,3,0,0,0,0,3,0,6,30.0,35448018,derek-pavao/ts-validator,https://github.com/derek-pavao/ts-validator,2015-05-11 20:23:18,TypeScript,,1,1,1,1,100,derek-pavao/ts-validator,3.0,1.0,1.0,1.0,85.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,10.0,derek-pavao/ts-validator,2015-05-11 20:23:18,2524,0.0003961965134706,0.001188589540412,0.0003961965134706,0.0003961965134706,0.0336767036450079,1.0,1
