Name,List,Image,Animation,Video,Table,Github,Links,Project,Inline,Code,repository_ID,fullname_x,URL,created_date_x,language,description,number_of_stars,num_of_forks,num_of_watchers,open_issue_count,repo_id,repository,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,open_prs,closed_prs,total_prs,readme_issues,readme_commits,fullname_y,created_date_y,days,download_score,community_score,assets_score,releases_score,commits_score,avg_assets_release,Label
conwnet/github1s,26,10,1,0,0,26,33,2,8,7.0,192175095,conwnet/github1s,https://github.com/conwnet/github1s,2019-06-16 09:55:25,TypeScript,,20433,674,20433,50,60,conwnet/github1s,40.0,0.0,2.0,0.0,295.0,49.0,123.0,172.0,0.0,215.0,215.0,0.0,45.0,conwnet/github1s,2019-06-16 09:55:25,1027,0.0,0.0389483933787731,0.0,0.0019474196689386,0.2872444011684518,0.0,0
vercel/swr,18,1,0,0,0,2,14,0,9,1.0,218115303,vercel/swr,https://github.com/vercel/swr,2019-10-28 18:16:01,TypeScript,,20142,751,20142,56,61,vercel/swr,138.0,0.0,2.0,0.0,593.0,56.0,514.0,570.0,14.0,608.0,622.0,5.0,49.0,vercel/swr,2019-10-28 18:16:01,893,0.0,0.154535274356103,0.0,0.0022396416573348,0.6640537513997761,0.0,0
railsware/upterm,4,11,0,0,0,6,13,0,3,3.0,32665718,railsware/upterm,https://github.com/railsware/upterm,2015-03-22 07:00:24,TypeScript,,19450,655,19450,220,62,railsware/upterm,77.0,40721.0,30.0,83.0,2998.0,219.0,533.0,752.0,1.0,565.0,566.0,1.0,78.0,railsware/upterm,2015-03-22 07:00:24,2574,15.82012432012432,0.0299145299145299,0.0322455322455322,0.0116550116550116,1.1647241647241646,2.7666666666666666,0
n8n-io/n8n,5,2,0,0,0,5,15,0,1,0.0,193215554,n8n-io/n8n,https://github.com/n8n-io/n8n,2019-06-22 09:24:21,TypeScript,,19092,1934,19092,160,63,n8n-io/n8n,223.0,0.0,2.0,0.0,5514.0,60.0,506.0,566.0,181.0,2208.0,2389.0,1.0,32.0,n8n-io/n8n,2019-06-22 09:24:21,1021,0.0,0.2184133202742409,0.0,0.0019588638589618,5.400587659157688,0.0,0
felixrieseberg/windows95,10,1,0,1,0,17,19,0,4,1.0,145803079,felixrieseberg/windows95,https://github.com/felixrieseberg/windows95,2018-08-23 05:04:38,TypeScript,,19019,1158,19019,123,64,felixrieseberg/windows95,15.0,157691.0,12.0,102.0,172.0,114.0,95.0,209.0,12.0,35.0,47.0,1.0,43.0,felixrieseberg/windows95,2018-08-23 05:04:38,1324,119.10196374622356,0.0113293051359516,0.0770392749244713,0.0090634441087613,0.1299093655589124,8.5,1
homebridge/homebridge,20,8,1,0,0,18,26,2,8,6.0,27388642,homebridge/homebridge,https://github.com/homebridge/homebridge,2014-12-01 16:37:39,TypeScript,,18973,1846,18973,28,65,homebridge/homebridge,121.0,0.0,2.0,0.0,1421.0,15.0,2687.0,2702.0,3.0,361.0,364.0,4.0,108.0,homebridge/homebridge,2014-12-01 16:37:39,2685,0.0,0.0450651769087523,0.0,0.0007448789571694,0.5292364990689014,0.0,0
notable/notable,10,2,0,1,0,9,28,2,0,0.0,162815665,notable/notable,https://github.com/notable/notable,2018-12-22 13:57:19,TypeScript,,18793,942,18793,580,66,notable/notable,21.0,6412.0,19.0,300.0,458.0,615.0,883.0,1498.0,1.0,73.0,74.0,4.0,28.0,notable/notable,2018-12-22 13:57:19,1203,5.3300083125519535,0.0174563591022443,0.2493765586034912,0.0157938487115544,0.3807148794679966,15.789473684210526,1
youzan/vant,15,3,0,0,0,13,21,0,2,3.0,88717215,youzan/vant,https://github.com/youzan/vant,2017-04-19 07:55:31,TypeScript,,18783,9119,18783,24,67,youzan/vant,246.0,0.0,2.0,0.0,8657.0,26.0,5994.0,6020.0,4.0,4181.0,4185.0,0.0,134.0,youzan/vant,2017-04-19 07:55:31,1815,0.0,0.1355371900826446,0.0,0.0011019283746556,4.7696969696969695,0.0,0
electron-react-boilerplate/electron-react-boilerplate,7,63,0,0,0,7,73,1,1,3.0,35810174,electron-react-boilerplate/electron-react-boilerplate,https://github.com/electron-react-boilerplate/electron-react-boilerplate,2015-05-18 09:54:57,TypeScript,,18663,3071,18663,66,68,electron-react-boilerplate/electron-react-boilerplate,130.0,11148.0,30.0,262.0,1044.0,30.0,1570.0,1600.0,4.0,1477.0,1481.0,3.0,148.0,electron-react-boilerplate/electron-react-boilerplate,2015-05-18 09:54:57,2517,4.4290822407628125,0.0516487882399682,0.1040921732220897,0.0119189511323003,0.4147794994040524,8.733333333333333,0
marmelab/react-admin,24,5,0,0,0,10,24,2,15,9.0,63226588,marmelab/react-admin,https://github.com/marmelab/react-admin,2016-07-13 07:58:54,TypeScript,,18423,4045,18423,165,69,marmelab/react-admin,552.0,0.0,2.0,0.0,11320.0,86.0,3393.0,3479.0,27.0,3864.0,3891.0,4.0,132.0,marmelab/react-admin,2016-07-13 07:58:54,2095,0.0,0.2634844868735083,0.0,0.0009546539379474,5.4033412887828165,0.0,0
reduxjs/reselect,43,0,0,0,0,8,12,0,41,26.0,38366638,reduxjs/reselect,https://github.com/reduxjs/reselect,2015-07-01 11:06:45,TypeScript,,18364,668,18364,14,70,reduxjs/reselect,103.0,0.0,2.0,0.0,705.0,14.0,347.0,361.0,5.0,193.0,198.0,3.0,198.0,reduxjs/reselect,2015-07-01 11:06:45,2473,0.0,0.0416498180347755,0.0,0.0008087343307723,0.2850788515972503,0.0,0
palantir/blueprint,24,18,0,0,0,6,26,0,18,0.0,71939872,palantir/blueprint,https://github.com/palantir/blueprint,2016-10-25 21:17:50,TypeScript,,18343,1932,18343,658,71,palantir/blueprint,320.0,0.0,2.0,0.0,2215.0,635.0,2001.0,2636.0,31.0,2396.0,2427.0,1.0,66.0,palantir/blueprint,2016-10-25 21:17:50,1991,0.0,0.1607232546459066,0.0,0.0010045203415369,1.1125062782521349,0.0,0
graphql/graphql-js,0,3,0,0,0,8,14,0,8,7.0,38307428,graphql/graphql-js,https://github.com/graphql/graphql-js,2015-06-30 12:16:50,TypeScript,,18208,1904,18208,174,72,graphql/graphql-js,202.0,0.0,2.0,0.0,3125.0,134.0,853.0,987.0,59.0,2386.0,2445.0,5.0,56.0,graphql/graphql-js,2015-06-30 12:16:50,2474,0.0,0.0816491511721907,0.0,0.0008084074373484,1.263136620856912,0.0,0
statelyai/xstate,26,8,4,1,0,8,35,0,8,8.0,42455934,statelyai/xstate,https://github.com/statelyai/xstate,2015-09-14 15:04:15,TypeScript,,18155,831,18155,242,73,statelyai/xstate,298.0,0.0,2.0,0.0,4660.0,150.0,883.0,1033.0,101.0,1142.0,1243.0,0.0,102.0,statelyai/xstate,2015-09-14 15:04:15,2398,0.0,0.1242702251876563,0.0,0.0008340283569641,1.9432860717264384,0.0,0
neoclide/coc.nvim,21,36,1,0,0,10,59,0,15,4.0,131770422,neoclide/coc.nvim,https://github.com/neoclide/coc.nvim,2018-05-01 22:39:02,TypeScript,,18137,732,18137,59,74,neoclide/coc.nvim,210.0,53630.0,30.0,74.0,4548.0,17.0,2580.0,2597.0,2.0,927.0,929.0,4.0,71.0,neoclide/coc.nvim,2018-05-01 22:39:02,1438,37.29485396383866,0.1460361613351877,0.0514603616133518,0.0208623087621696,3.162726008344924,2.466666666666667,0
prisma/prisma,14,7,0,1,0,13,40,0,14,10.0,192925833,prisma/prisma,https://github.com/prisma/prisma,2019-06-20 13:33:47,TypeScript,,17887,641,17887,1619,75,prisma/prisma,165.0,0.0,2.0,0.0,7743.0,1868.0,3901.0,5769.0,36.0,3070.0,3106.0,0.0,126.0,prisma/prisma,2019-06-20 13:33:47,1023,0.0,0.1612903225806451,0.0,0.0019550342130987,7.568914956011731,0.0,0
wenyan-lang/wenyan,18,18,0,0,0,20,42,0,1,6.0,226726247,wenyan-lang/wenyan,https://github.com/wenyan-lang/wenyan,2019-12-08 20:21:32,TypeScript,,17795,1036,17795,177,76,wenyan-lang/wenyan,65.0,0.0,2.0,0.0,914.0,171.0,304.0,475.0,6.0,185.0,191.0,0.0,90.0,wenyan-lang/wenyan,2019-12-08 20:21:32,852,0.0,0.0762910798122065,0.0,0.0023474178403755,1.0727699530516432,0.0,0
vadimdemedes/ink,88,10,0,0,0,65,88,0,239,63.0,94061307,vadimdemedes/ink,https://github.com/vadimdemedes/ink,2017-06-12 06:12:28,TypeScript,,17391,469,17391,70,77,vadimdemedes/ink,93.0,0.0,2.0,0.0,504.0,57.0,212.0,269.0,12.0,214.0,226.0,2.0,195.0,vadimdemedes/ink,2017-06-12 06:12:28,1761,0.0,0.0528109028960817,0.0,0.0011357183418512,0.2862010221465076,0.0,0
recharts/recharts,4,14,0,0,0,2,19,0,1,5.0,40345658,recharts/recharts,https://github.com/recharts/recharts,2015-08-07 06:50:27,TypeScript,,17391,1325,17391,294,78,recharts/recharts,243.0,0.0,2.0,0.0,1895.0,323.0,1995.0,2318.0,10.0,455.0,465.0,1.0,40.0,recharts/recharts,2015-08-07 06:50:27,2436,0.0,0.0997536945812807,0.0,0.0008210180623973,0.7779146141215106,0.0,0
apollographql/apollo-client,8,4,0,1,0,5,17,0,0,0.0,52630616,apollographql/apollo-client,https://github.com/apollographql/apollo-client,2016-02-26 20:25:00,TypeScript,,17019,2243,17019,524,79,apollographql/apollo-client,746.0,0.0,2.0,0.0,10496.0,505.0,3673.0,4178.0,124.0,4760.0,4884.0,1.0,89.0,apollographql/apollo-client,2016-02-26 20:25:00,2233,0.0,0.3340797133900582,0.0,0.0008956560680698,4.700403045230631,0.0,0
codex-team/editor.js,17,18,1,0,0,5,33,0,14,10.0,47039255,codex-team/editor.js,https://github.com/codex-team/editor.js,2015-11-28 20:56:35,TypeScript,,16973,1330,16973,442,80,codex-team/editor.js,33.0,3921.0,26.0,19.0,623.0,335.0,716.0,1051.0,50.0,771.0,821.0,116.0,45.0,codex-team/editor.js,2015-11-28 20:56:35,2323,1.6879035729659924,0.0142057684029272,0.0081790787774429,0.0111924235901851,0.2681876883340508,0.7307692307692307,1
alibaba/ice,19,7,0,0,0,39,56,0,2,2.0,72717562,alibaba/ice,https://github.com/alibaba/ice,2016-11-03 06:59:15,TypeScript,,16932,1995,16932,131,81,alibaba/ice,51.0,0.0,2.0,0.0,1730.0,148.0,2075.0,2223.0,12.0,2924.0,2936.0,2.0,41.0,alibaba/ice,2016-11-03 06:59:15,1982,0.0,0.0257315842583249,0.0,0.0010090817356205,0.8728557013118062,0.0,0
reduxjs/redux-thunk,7,3,0,0,0,2,13,0,13,13.0,39013909,reduxjs/redux-thunk,https://github.com/reduxjs/redux-thunk,2015-07-13 13:33:08,TypeScript,,16818,994,16818,0,82,reduxjs/redux-thunk,50.0,0.0,2.0,0.0,164.0,0.0,201.0,201.0,0.0,115.0,115.0,0.0,49.0,reduxjs/redux-thunk,2015-07-13 13:33:08,2461,0.0,0.0203169443315725,0.0,0.0008126777732629,0.0666395774075579,0.0,0
react-dnd/react-dnd,3,6,0,0,0,0,6,0,1,0.0,25427817,react-dnd/react-dnd,https://github.com/react-dnd/react-dnd,2014-10-19 13:29:28,TypeScript,,16803,1742,16803,287,83,react-dnd/react-dnd,212.0,0.0,2.0,0.0,2206.0,283.0,1255.0,1538.0,4.0,1859.0,1863.0,2.0,79.0,react-dnd/react-dnd,2014-10-19 13:29:28,2728,0.0,0.0777126099706744,0.0,0.000733137829912,0.8086510263929618,0.0,0
elastic/kibana,14,0,0,0,0,3,11,0,0,0.0,7833168,elastic/kibana,https://github.com/elastic/kibana,2013-01-26 04:00:59,TypeScript,,16783,6967,16783,9317,84,elastic/kibana,902.0,0.0,2.0,0.0,50989.0,9146.0,34086.0,43232.0,669.0,83259.0,83928.0,0.0,114.0,elastic/kibana,2013-01-26 04:00:59,3359,0.0,0.2685323012801429,0.0,0.0005954153021732,15.179815421256324,0.0,0
GeekyAnts/NativeBase,30,18,1,0,0,3,40,0,0,0.0,56315715,GeekyAnts/NativeBase,https://github.com/GeekyAnts/NativeBase,2016-04-15 11:37:23,TypeScript,,16634,2086,16634,329,85,GeekyAnts/NativeBase,298.0,0.0,2.0,0.0,5174.0,261.0,2764.0,3025.0,86.0,1587.0,1673.0,0.0,181.0,GeekyAnts/NativeBase,2016-04-15 11:37:23,2184,0.0,0.1364468864468864,0.0,0.0009157509157509,2.369047619047619,0.0,0
pubkey/rxdb,18,15,5,0,0,16,33,1,3,12.0,75425073,pubkey/rxdb,https://github.com/pubkey/rxdb,2016-12-02 19:34:42,TypeScript,,16622,781,16622,8,86,pubkey/rxdb,158.0,0.0,2.0,0.0,6775.0,2.0,528.0,530.0,5.0,3130.0,3135.0,2.0,190.0,pubkey/rxdb,2016-12-02 19:34:42,1953,0.0,0.0809011776753712,0.0,0.0010240655401945,3.469022017409114,0.0,0
slidevjs/slidev,24,9,0,0,0,10,40,0,1,1.0,361044034,slidevjs/slidev,https://github.com/slidevjs/slidev,2021-04-24 01:25:23,TypeScript,,16571,557,16571,43,87,slidevjs/slidev,73.0,0.0,2.0,0.0,1067.0,73.0,251.0,324.0,7.0,128.0,135.0,0.0,45.0,slidevjs/slidev,2021-04-24 01:25:23,349,0.0,0.2091690544412607,0.0,0.0057306590257879,3.0573065902578795,0.0,0
lensapp/lens,0,3,0,0,0,1,9,0,0,0.0,157166750,lensapp/lens,https://github.com/lensapp/lens,2018-11-12 06:28:56,TypeScript,,16377,819,16377,628,88,lensapp/lens,93.0,0.0,2.0,0.0,2261.0,675.0,1673.0,2348.0,39.0,2592.0,2631.0,4.0,28.0,lensapp/lens,2018-11-12 06:28:56,1243,0.0,0.0748189863234111,0.0,0.0016090104585679,1.818986323411102,0.0,0
refined-github/refined-github,200,5,39,0,0,24,190,1,18,0.0,51769689,refined-github/refined-github,https://github.com/refined-github/refined-github,2016-02-15 16:45:02,TypeScript,,16358,1200,16358,138,89,refined-github/refined-github,292.0,35.0,30.0,1.0,2932.0,157.0,2696.0,2853.0,15.0,2550.0,2565.0,0.0,537.0,refined-github/refined-github,2016-02-15 16:45:02,2244,0.0155971479500891,0.1301247771836007,0.0004456327985739,0.0133689839572192,1.3065953654188949,0.0333333333333333,0
basarat/typescript-book,38,0,0,0,0,16,42,0,0,0.0,32623292,basarat/typescript-book,https://github.com/basarat/typescript-book,2015-03-21 07:01:38,TypeScript,,16197,2040,16197,140,90,basarat/typescript-book,246.0,0.0,2.0,0.0,1612.0,111.0,142.0,253.0,33.0,373.0,406.0,2.0,59.0,basarat/typescript-book,2015-03-21 07:01:38,2575,0.0,0.0955339805825242,0.0,0.0007766990291262,0.6260194174757282,0.0,0
pmndrs/react-three-fiber,21,10,1,0,0,13,36,0,13,4.0,172521926,pmndrs/react-three-fiber,https://github.com/pmndrs/react-three-fiber,2019-02-25 14:31:51,TypeScript,,15937,851,15937,38,91,pmndrs/react-three-fiber,156.0,0.0,2.0,0.0,1966.0,16.0,608.0,624.0,4.0,386.0,390.0,0.0,375.0,pmndrs/react-three-fiber,2019-02-25 14:31:51,1138,0.0,0.1370826010544815,0.0,0.0017574692442882,1.7275922671353252,0.0,0
material-components/material-components-web,9,2,0,0,0,0,12,0,2,5.0,75642389,material-components/material-components-web,https://github.com/material-components/material-components-web,2016-12-05 16:04:09,TypeScript,,15914,2122,15914,408,92,material-components/material-components-web,459.0,0.0,2.0,0.0,7008.0,345.0,2500.0,2845.0,77.0,4430.0,4507.0,7.0,198.0,material-components/material-components-web,2016-12-05 16:04:09,1950,0.0,0.2353846153846154,0.0,0.001025641025641,3.5938461538461537,0.0,0
eclipse-theia/theia,41,8,0,0,0,17,26,2,0,0.0,83050680,eclipse-theia/theia,https://github.com/eclipse-theia/theia,2017-02-24 14:42:05,TypeScript,,15879,2012,15879,1417,93,eclipse-theia/theia,289.0,0.0,2.0,0.0,5743.0,1329.0,4350.0,5679.0,67.0,4555.0,4622.0,10.0,71.0,eclipse-theia/theia,2017-02-24 14:42:05,1869,0.0,0.1546281433921883,0.0,0.0010700909577314,3.072766185125736,0.0,0
Redocly/redoc,115,8,3,0,0,3,26,0,96,1.0,45250726,Redocly/redoc,https://github.com/Redocly/redoc,2015-10-30 12:53:02,TypeScript,,15825,1756,15825,435,94,Redocly/redoc,181.0,0.0,2.0,0.0,2342.0,394.0,1057.0,1451.0,47.0,411.0,458.0,8.0,156.0,Redocly/redoc,2015-10-30 12:53:02,2352,0.0,0.0769557823129251,0.0,0.0008503401360544,0.995748299319728,0.0,0
tensorflow/tfjs,22,0,0,0,0,7,27,0,2,2.0,123870315,tensorflow/tfjs,https://github.com/tensorflow/tfjs,2018-03-05 05:41:02,TypeScript,,15783,1640,15783,611,95,tensorflow/tfjs,337.0,0.0,2.0,0.0,5155.0,508.0,2808.0,3316.0,144.0,2725.0,2869.0,1.0,38.0,tensorflow/tfjs,2018-03-05 05:41:02,1495,0.0,0.2254180602006689,0.0,0.0013377926421404,3.448160535117057,0.0,0
ionic-team/ionicons,7,0,0,0,0,3,14,0,8,10.0,13473768,ionic-team/ionicons,https://github.com/ionic-team/ionicons,2013-10-10 14:34:18,TypeScript,,15763,1960,15763,454,96,ionic-team/ionicons,47.0,0.0,2.0,0.0,531.0,442.0,451.0,893.0,32.0,123.0,155.0,0.0,37.0,ionic-team/ionicons,2013-10-10 14:34:18,3102,0.0,0.0151515151515151,0.0,0.0006447453255963,0.1711798839458413,0.0,1
BabylonJS/Babylon.js,15,7,0,0,0,8,31,0,2,5.0,11007313,BabylonJS/Babylon.js,https://github.com/BabylonJS/Babylon.js,2013-06-27 20:40:42,TypeScript,,15378,2605,15378,78,97,BabylonJS/Babylon.js,562.0,0.0,2.0,0.0,36112.0,71.0,2472.0,2543.0,9.0,9532.0,9541.0,0.0,150.0,BabylonJS/Babylon.js,2013-06-27 20:40:42,3207,0.0,0.1752416588712192,0.0,0.0006236357966947,11.26036794512005,0.0,0
fingerprintjs/fingerprintjs,4,0,0,0,0,4,18,0,0,2.0,30638861,fingerprintjs/fingerprintjs,https://github.com/fingerprintjs/fingerprintjs,2015-02-11 08:49:54,TypeScript,,15375,1774,15375,11,98,fingerprintjs/fingerprintjs,88.0,0.0,2.0,0.0,673.0,13.0,470.0,483.0,1.0,232.0,233.0,0.0,58.0,fingerprintjs/fingerprintjs,2015-02-11 08:49:54,2613,0.0,0.0336777650210486,0.0,0.0007654037504783,0.257558362035974,0.0,0
jquense/yup,102,0,0,0,0,2,6,0,287,50.0,24349832,jquense/yup,https://github.com/jquense/yup,2014-09-22 23:54:22,TypeScript,,15339,680,15339,336,99,jquense/yup,143.0,0.0,2.0,0.0,656.0,293.0,938.0,1231.0,56.0,319.0,375.0,4.0,170.0,jquense/yup,2014-09-22 23:54:22,2755,0.0,0.0519056261343012,0.0,0.0007259528130671,0.2381125226860254,0.0,0
XiangPingJun/stream-me-board,36,24,6,3,0,3,12,0,21,15.0,90351246,XiangPingJun/stream-me-board,https://github.com/XiangPingJun/stream-me-board,2017-05-05 07:50:51,TypeScript,,99,17,99,9,198,XiangPingJun/stream-me-board,6.0,0.0,2.0,0.0,224.0,0.0,1.0,1.0,11.0,2.0,13.0,0.0,21.0,XiangPingJun/stream-me-board,2017-05-05 07:50:51,1799,0.0,0.0033351862145636,0.0,0.0011117287381878,0.1245136186770428,0.0,1
auth0-blog/mean-rsvp-auth0,42,0,0,0,0,0,39,0,15,9.0,95147841,auth0-blog/mean-rsvp-auth0,https://github.com/auth0-blog/mean-rsvp-auth0,2017-06-22 19:06:15,TypeScript,,98,50,98,0,197,auth0-blog/mean-rsvp-auth0,1.0,0.0,2.0,0.0,85.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,8.0,auth0-blog/mean-rsvp-auth0,2017-06-22 19:06:15,1751,0.0,0.0005711022272986,0.0,0.0011422044545973,0.0485436893203883,0.0,1
leoafarias/neardb,51,3,0,0,0,6,30,3,0,0.0,154394701,leoafarias/neardb,https://github.com/leoafarias/neardb,2018-10-23 20:47:25,TypeScript,,97,8,97,5,196,leoafarias/neardb,8.0,0.0,2.0,0.0,219.0,0.0,6.0,6.0,5.0,25.0,30.0,0.0,52.0,leoafarias/neardb,2018-10-23 20:47:25,1263,0.0,0.0063341250989707,0.0,0.0015835312747426,0.173396674584323,0.0,1
rwu823/sh-exec,0,6,0,0,0,0,9,0,6,12.0,116264382,rwu823/sh-exec,https://github.com/rwu823/sh-exec,2018-01-04 13:40:35,TypeScript,,96,1,96,0,195,rwu823/sh-exec,1.0,0.0,2.0,0.0,26.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,rwu823/sh-exec,2018-01-04 13:40:35,1555,0.0,0.0006430868167202,0.0,0.0012861736334405,0.0167202572347266,0.0,1
releasy/react-releasy,0,15,0,0,0,9,27,0,6,18.0,120955279,releasy/react-releasy,https://github.com/releasy/react-releasy,2018-02-09 21:02:03,TypeScript,,95,7,95,2,194,releasy/react-releasy,4.0,0.0,2.0,0.0,61.0,2.0,7.0,9.0,0.0,18.0,18.0,0.0,12.0,releasy/react-releasy,2018-02-09 21:02:03,1519,0.0,0.0026333113890717,0.0,0.0013166556945358,0.0401579986833443,0.0,1
lytc/react-sortly,0,0,0,0,0,3,10,0,0,9.0,114885102,lytc/react-sortly,https://github.com/lytc/react-sortly,2017-12-20 12:29:51,TypeScript,,94,14,94,41,193,lytc/react-sortly,3.0,0.0,2.0,0.0,129.0,9.0,14.0,23.0,36.0,79.0,115.0,0.0,8.0,lytc/react-sortly,2017-12-20 12:29:51,1570,0.0,0.0019108280254777,0.0,0.0012738853503184,0.0821656050955414,0.0,1
Mercateo/react-with-typescript,105,9,3,0,0,6,6,3,114,96.0,69329391,Mercateo/react-with-typescript,https://github.com/Mercateo/react-with-typescript,2016-09-27 07:10:16,TypeScript,,93,7,93,0,192,Mercateo/react-with-typescript,4.0,0.0,2.0,0.0,8.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,Mercateo/react-with-typescript,2016-09-27 07:10:16,2019,0.0,0.0019811788013868,0.0,0.0009905894006934,0.0039623576027736,0.0,1
epilande/gatsby-theme-firebase,51,12,0,0,0,60,75,0,75,39.0,200461533,epilande/gatsby-theme-firebase,https://github.com/epilande/gatsby-theme-firebase,2019-08-04 07:11:44,TypeScript,,92,14,92,43,191,epilande/gatsby-theme-firebase,5.0,0.0,2.0,0.0,235.0,11.0,9.0,20.0,32.0,403.0,435.0,0.0,2.0,epilande/gatsby-theme-firebase,2019-08-04 07:11:44,978,0.0,0.0051124744376278,0.0,0.0020449897750511,0.2402862985685071,0.0,1
Yoonit-Labs/nativescript-yoonit-camera,30,3,0,0,0,21,30,0,249,9.0,294444044,Yoonit-Labs/nativescript-yoonit-camera,https://github.com/Yoonit-Labs/nativescript-yoonit-camera,2020-09-10 15:08:55,TypeScript,,91,5,91,0,190,Yoonit-Labs/nativescript-yoonit-camera,9.0,0.0,2.0,0.0,315.0,0.0,4.0,4.0,1.0,74.0,75.0,0.0,50.0,Yoonit-Labs/nativescript-yoonit-camera,2020-09-10 15:08:55,575,0.0,0.0156521739130434,0.0,0.0034782608695652,0.5478260869565217,0.0,1
retaxJS/retax,66,0,0,0,0,15,18,3,27,15.0,56949056,retaxJS/retax,https://github.com/retaxJS/retax,2016-04-24 01:47:48,TypeScript,,90,2,90,35,189,retaxJS/retax,2.0,0.0,2.0,0.0,43.0,0.0,2.0,2.0,35.0,28.0,63.0,0.0,6.0,retaxJS/retax,2016-04-24 01:47:48,2175,0.0,0.000919540229885,0.0,0.000919540229885,0.0197701149425287,0.0,1
ludohenin/ng2-wp-blog,0,3,0,0,0,0,3,0,0,3.0,47223286,ludohenin/ng2-wp-blog,https://github.com/ludohenin/ng2-wp-blog,2015-12-01 23:11:26,TypeScript,,89,33,89,1,188,ludohenin/ng2-wp-blog,1.0,0.0,2.0,0.0,50.0,1.0,6.0,7.0,0.0,1.0,1.0,0.0,9.0,ludohenin/ng2-wp-blog,2015-12-01 23:11:26,2320,0.0,0.0004310344827586,0.0,0.0008620689655172,0.021551724137931,0.0,1
sossejs/sosse,84,9,0,0,0,27,36,0,0,0.0,271344739,sossejs/sosse,https://github.com/sossejs/sosse,2020-06-10 17:42:16,TypeScript,,88,2,88,4,187,sossejs/sosse,2.0,0.0,2.0,0.0,166.0,1.0,0.0,1.0,3.0,3.0,6.0,0.0,13.0,sossejs/sosse,2020-06-10 17:42:16,667,0.0,0.0029985007496251,0.0,0.0029985007496251,0.2488755622188905,0.0,1
Yangfan2016/douban-movie-web,96,24,0,0,0,9,9,0,0,6.0,180139051,Yangfan2016/douban-movie-web,https://github.com/Yangfan2016/douban-movie-web,2019-04-08 11:56:45,TypeScript,,87,23,87,25,186,Yangfan2016/douban-movie-web,3.0,0.0,2.0,0.0,57.0,1.0,0.0,1.0,27.0,23.0,50.0,0.0,15.0,Yangfan2016/douban-movie-web,2019-04-08 11:56:45,1096,0.0,0.0027372262773722,0.0,0.0018248175182481,0.0520072992700729,0.0,1
akserg/ng2-webpack-demo,9,0,0,0,0,15,24,3,30,0.0,52462266,akserg/ng2-webpack-demo,https://github.com/akserg/ng2-webpack-demo,2016-02-24 17:47:45,TypeScript,,86,29,86,7,185,akserg/ng2-webpack-demo,1.0,0.0,2.0,0.0,26.0,6.0,5.0,11.0,1.0,1.0,2.0,0.0,9.0,akserg/ng2-webpack-demo,2016-02-24 17:47:45,2235,0.0,0.0004474272930648,0.0,0.0008948545861297,0.0116331096196868,0.0,1
rauschma/stringio,15,0,0,0,0,6,12,0,33,36.0,128450141,rauschma/stringio,https://github.com/rauschma/stringio,2018-04-06 19:11:48,TypeScript,,85,2,85,2,184,rauschma/stringio,1.0,0.0,2.0,0.0,22.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,14.0,rauschma/stringio,2018-04-06 19:11:48,1463,0.0,0.0006835269993164,0.0,0.0013670539986329,0.0150375939849624,0.0,1
microsoft/android-app-size-diff,102,0,0,0,0,3,15,0,45,9.0,230431478,microsoft/android-app-size-diff,https://github.com/microsoft/android-app-size-diff,2019-12-27 11:24:05,TypeScript,,84,19,84,3,183,microsoft/android-app-size-diff,5.0,0.0,2.0,0.0,68.0,2.0,1.0,3.0,1.0,26.0,27.0,0.0,11.0,microsoft/android-app-size-diff,2019-12-27 11:24:05,833,0.0,0.0060024009603841,0.0,0.0024009603841536,0.0816326530612244,0.0,1
locoslab/vue-typescript-component-example,48,3,0,0,0,33,63,3,21,21.0,67778487,locoslab/vue-typescript-component-example,https://github.com/locoslab/vue-typescript-component-example,2016-09-09 07:52:22,TypeScript,,83,9,83,0,182,locoslab/vue-typescript-component-example,2.0,0.0,2.0,0.0,19.0,0.0,5.0,5.0,0.0,61.0,61.0,0.0,7.0,locoslab/vue-typescript-component-example,2016-09-09 07:52:22,2037,0.0,0.0009818360333824,0.0,0.0009818360333824,0.009327442317133,0.0,1
tategakibunko/TypeNovel,0,0,0,0,0,6,9,0,18,39.0,195502782,tategakibunko/TypeNovel,https://github.com/tategakibunko/TypeNovel,2019-07-06 05:47:19,TypeScript,,82,3,82,0,181,tategakibunko/TypeNovel,3.0,0.0,2.0,0.0,400.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,15.0,tategakibunko/TypeNovel,2019-07-06 05:47:19,1007,0.0,0.0029791459781529,0.0,0.0019860973187686,0.3972194637537239,0.0,1
matsko/animationsftw.in,0,0,0,0,0,0,0,0,6,0.0,108881320,matsko/animationsftw.in,https://github.com/matsko/animationsftw.in,2017-10-30 16:58:15,TypeScript,,81,26,81,9,180,matsko/animationsftw.in,4.0,0.0,2.0,0.0,31.0,2.0,0.0,2.0,9.0,8.0,17.0,0.0,2.0,matsko/animationsftw.in,2017-10-30 16:58:15,1621,0.0,0.0024676125848241,0.0,0.001233806292412,0.0191239975323874,0.0,1
