Name,List,Image,Animation,Video,Table,Github,Links,Project,Inline,Code,repository_ID,fullname,URL,created_date,language,description,number_of_stars,num_of_forks,num_of_watchers,open_issue_count
jjherscheid/ts-mocks,0,3,0,0,0,0,6,0,30,72.0,64388199,jjherscheid/ts-mocks,https://github.com/jjherscheid/ts-mocks,2016-07-28 10:59:12,TypeScript,,72,11,72,8
ORESoftware/npm-link-up,54,12,0,0,0,12,24,0,54,60.0,87871728,ORESoftware/npm-link-up,https://github.com/ORESoftware/npm-link-up,2017-04-11 00:54:14,TypeScript,,71,5,71,31
iulian-radu-at/react-select-material-ui,18,6,0,0,0,6,18,0,3,39.0,152288289,iulian-radu-at/react-select-material-ui,https://github.com/iulian-radu-at/react-select-material-ui,2018-10-09 16:54:47,TypeScript,,70,19,70,3
zqingr/tfjs-yolov3,6,3,0,0,0,6,9,0,0,12.0,143129182,zqingr/tfjs-yolov3,https://github.com/zqingr/tfjs-yolov3,2018-08-01 08:47:15,TypeScript,,69,12,69,1
scon-io/graphql-typescript,33,3,0,0,0,0,15,0,63,63.0,120110148,scon-io/graphql-typescript,https://github.com/scon-io/graphql-typescript,2018-02-03 16:49:24,TypeScript,,68,1,68,0
benboba/svg-slim,12,12,0,0,0,9,24,0,0,9.0,144266013,benboba/svg-slim,https://github.com/benboba/svg-slim,2018-08-10 09:25:18,TypeScript,,67,3,67,2
cliqz-oss/dat-webext,9,0,0,0,0,9,15,0,15,6.0,146305134,cliqz-oss/dat-webext,https://github.com/cliqz-oss/dat-webext,2018-08-27 13:58:20,TypeScript,,66,5,66,27
brechtbilliet/winecellar,45,0,0,0,0,0,0,0,0,9.0,54773336,brechtbilliet/winecellar,https://github.com/brechtbilliet/winecellar,2016-03-26 10:05:43,TypeScript,,65,17,65,0
Tom910/frame-scheduling,12,6,0,0,0,3,12,0,0,12.0,107879799,Tom910/frame-scheduling,https://github.com/Tom910/frame-scheduling,2017-10-22 15:46:07,TypeScript,,64,4,64,10
wechat-miniprogram/minigame-api-typings,9,9,0,0,0,12,21,0,18,3.0,181687869,wechat-miniprogram/minigame-api-typings,https://github.com/wechat-miniprogram/minigame-api-typings,2019-04-16 12:46:42,TypeScript,,63,13,63,5
