Name,List,Image,Animation,Video,Table,Github,Links,Project,Inline,Code,repository_ID,fullname,URL,created_date,language,description,number_of_stars,num_of_forks,num_of_watchers,open_issue_count
dacez/dcd,0,1,1,0,0,0,0,0,0,0.0,31292369,dacez/dcd,https://github.com/dacez/dcd,2015-02-25 01:59:34,Go,,76,22,76,0
campoy/apiai,0,2,0,0,0,2,4,0,0,1.0,102563633,campoy/apiai,https://github.com/campoy/apiai,2017-09-06 04:44:49,Go,,75,3,75,0
bsideup/forward2docker,12,1,0,0,0,0,1,0,9,0.0,40056089,bsideup/forward2docker,https://github.com/bsideup/forward2docker,2015-08-01 18:25:58,Go,,74,10,74,2
mantika/whaleprint,8,2,0,0,0,6,8,0,4,1.0,62391438,mantika/whaleprint,https://github.com/mantika/whaleprint,2016-07-01 12:28:04,Go,,73,3,73,7
mrd0ll4r/tbotapi,2,0,0,0,0,2,2,0,0,0.0,58691113,mrd0ll4r/tbotapi,https://github.com/mrd0ll4r/tbotapi,2016-05-13 02:01:59,Go,,72,21,72,0
subfuzion/envtpl,5,2,0,0,0,0,5,0,22,2.0,60131125,subfuzion/envtpl,https://github.com/subfuzion/envtpl,2016-05-31 23:44:49,Go,,71,25,71,6
gqf2008/babylon,2,0,0,0,0,1,1,0,0,1.0,11522806,gqf2008/babylon,https://github.com/gqf2008/babylon,2013-07-19 07:44:08,Go,,70,45,70,1
hacdias/caddy-v1-service,8,2,0,0,0,1,3,0,6,6.0,78936994,hacdias/caddy-v1-service,https://github.com/hacdias/caddy-v1-service,2017-01-14 11:45:32,Go,,69,12,69,0
mesosphere-backup/etcd-mesos,12,0,0,0,0,0,0,0,7,6.0,36890208,mesosphere-backup/etcd-mesos,https://github.com/mesosphere-backup/etcd-mesos,2015-06-04 19:13:27,Go,,68,20,68,44
FiloSottile/hstools,7,1,0,0,0,0,1,0,4,0.0,33055825,FiloSottile/hstools,https://github.com/FiloSottile/hstools,2015-03-29 00:29:00,Go,,67,5,67,0
matryer/anno,3,1,0,0,0,1,4,0,2,5.0,36601125,matryer/anno,https://github.com/matryer/anno,2015-05-31 12:02:38,Go,,66,8,66,3
gorilla/css,0,2,0,0,0,1,2,0,0,0.0,12193709,gorilla/css,https://github.com/gorilla/css,2013-08-18 10:28:48,Go,,65,31,65,4
miekg/dinit,10,0,0,0,0,1,2,0,19,0.0,34997742,miekg/dinit,https://github.com/miekg/dinit,2015-05-03 19:24:22,Go,,64,13,64,0
MG-RAST/AWE,7,1,0,0,0,2,3,0,0,0.0,4228980,MG-RAST/AWE,https://github.com/MG-RAST/AWE,2012-05-04 20:43:34,Go,,63,22,63,1
