Name,List,Image,Animation,Video,Table,Github,Links,Project,Inline,Code,repository_ID,fullname,URL,created_date,language,description,number_of_stars,num_of_forks,num_of_watchers,open_issue_count,repo_id,repository,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,open_prs,closed_prs,total_prs,readme_issues,readme_commits,Rank,Rank_real,star_rank,fork_rank,watchers_rank,pullrequest_rank,label,days,community_score,assets_score,releases_score,commits_score,avg_assets_release,progress_score,popularity_score
nwjs/nw.js,15,1,0,0,0,6,19,0,11,8.0,3100121,nwjs/nw.js,https://github.com/nwjs/nw.js,2012-01-04 06:21:10,JavaScript,,38575,3936,38575,879,34,nwjs/nw.js,128.0,0.0,0.0,0.0,4647.0,878.0,6131.0,7009.0,12.0,782.0,794.0,0.0,375.0,610.0,160.0,163.0,144.0,163.0,140.0,1,3713,0.03447347158631834,0.0,0.0,1.2515486129814166,-1,0.2515486129814166,610.0
mozilla/pdf.js,22,1,0,0,0,12,17,1,12,0.0,1663468,mozilla/pdf.js,https://github.com/mozilla/pdf.js,2011-04-26 06:32:03,JavaScript,,36839,8506,36839,355,35,mozilla/pdf.js,436.0,1253069.0,30.0,40.0,15413.0,335.0,7773.0,8108.0,18.0,6454.0,6472.0,2.0,120.0,689.0,180.0,162.0,176.0,162.0,189.0,1,3966,0.10993444276348967,0.010085728693898134,0.007564296520423601,3.8862834089762988,1.3333333333333333,5.2271810388300555,689.0
Unitech/pm2,0,9,0,0,0,2,14,0,2,17.0,10187082,Unitech/pm2,https://github.com/Unitech/pm2,2013-05-21 03:25:25,JavaScript,,36045,2350,36045,556,36,Unitech/pm2,311.0,0.0,30.0,0.0,4970.0,547.0,3943.0,4490.0,18.0,801.0,819.0,0.0,481.0,582.0,148.0,161.0,118.0,161.0,142.0,1,3210,0.09688473520249222,0.0,0.009345794392523364,1.5482866043613708,0.0,1.557632398753894,582.0
algorithm-visualizer/algorithm-visualizer,4,3,0,0,0,6,7,0,3,0.0,58836534,algorithm-visualizer/algorithm-visualizer,https://github.com/algorithm-visualizer/algorithm-visualizer,2016-05-15 00:27:45,JavaScript,,35938,5839,35938,34,37,algorithm-visualizer/algorithm-visualizer,28.0,0.0,0.0,0.0,664.0,19.0,65.0,84.0,17.0,216.0,233.0,1.0,25.0,588.0,149.0,160.0,159.0,160.0,109.0,1,2120,0.013207547169811321,0.0,0.0,0.3132075471698113,-1,-0.6867924528301887,588.0
GitSquared/edex-ui,32,17,2,2,0,27,51,6,12,0.0,80276391,GitSquared/edex-ui,https://github.com/GitSquared/edex-ui,2017-01-28 09:35:02,JavaScript,,34702,1905,34702,6,38,GitSquared/edex-ui,69.0,33734.0,29.0,129.0,1428.0,6.0,553.0,559.0,0.0,475.0,475.0,5.0,105.0,553.0,133.0,159.0,110.0,159.0,125.0,1,1862,0.03705692803437164,0.06928034371643395,0.015574650912996778,0.7669172932330827,4.448275862068965,5.230767806215045,553.0
Marak/faker.js,274,66,0,0,0,2,75,0,6,10.0,667561,Marak/faker.js,https://github.com/Marak/faker.js,2010-05-15 00:53:07,JavaScript,,34208,2925,34208,294,39,Marak/faker.js,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,102.0,158.0,131.0,158.0,1.0,1,4312,0.0,0.0,0.00046382189239332097,0.0,0.0,0.00046382189239332097,448.0
hexojs/hexo,11,15,0,0,0,6,30,2,0,6.0,5923215,hexojs/hexo,https://github.com/hexojs/hexo,2012-09-23 15:17:08,JavaScript,,33813,4229,33813,100,40,hexojs/hexo,197.0,0.0,30.0,0.0,3517.0,73.0,3696.0,3769.0,5.0,1041.0,1046.0,1.0,51.0,612.0,163.0,157.0,147.0,157.0,151.0,1,3450,0.05710144927536232,0.0,0.008695652173913044,1.0194202898550724,0.0,1.0281159420289854,612.0
sahat/hackathon-starter,288,47,1,1,0,26,126,4,136,78.0,14370955,sahat/hackathon-starter,https://github.com/sahat/hackathon-starter,2013-11-13 17:24:12,JavaScript,,32466,7489,32466,45,41,sahat/hackathon-starter,202.0,0.0,13.0,0.0,2541.0,24.0,583.0,607.0,30.0,530.0,560.0,0.0,560.0,610.0,160.0,156.0,169.0,156.0,129.0,1,3034,0.06657877389584707,0.0,0.0042847725774555045,0.8375082399472643,0.0,0.8417930125247198,610.0
gulpjs/gulp,22,0,0,0,0,0,2,1,13,5.0,11167738,gulpjs/gulp,https://github.com/gulpjs/gulp,2013-07-04 05:26:06,JavaScript,,32407,4398,32407,28,42,gulpjs/gulp,263.0,0.0,22.0,0.0,1197.0,26.0,1836.0,1862.0,3.0,645.0,648.0,5.0,140.0,592.0,152.0,155.0,148.0,155.0,134.0,1,3166,0.08307012002526848,0.0,0.006948831332912192,0.37807959570435884,0.0,0.385028427037271,592.0
videojs/video.js,4,1,0,8,0,2,7,0,6,6.0,667006,videojs/video.js,https://github.com/videojs/video.js,2010-05-14 18:45:10,JavaScript,,32394,6992,32394,380,43,videojs/video.js,495.0,14002.0,30.0,30.0,3798.0,393.0,4307.0,4700.0,15.0,2804.0,2819.0,2.0,59.0,653.0,174.0,154.0,167.0,154.0,178.0,1,4313,0.1147693021099003,0.006955715279387897,0.006955715279387897,0.8805935543705078,1.0,1.8875492696498957,653.0
