Name,List,Image,Animation,Video,Table,Github,Links,Project,Inline,Code,repository_ID,fullname,URL,created_date,language,description,number_of_stars,num_of_forks,num_of_watchers,open_issue_count,repo_id,repository,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,open_prs,closed_prs,total_prs,readme_issues,readme_commits,Rank,Rank_real,star_rank,fork_rank,watchers_rank,pullrequest_rank,label,days,community_score,assets_score,releases_score,commits_score,avg_assets_release,progress_score,popularity_score
MaterialDesignInXAML/MaterialDesignInXamlToolkit,31,48,0,1,0,14,43,1,1,0.0,30474266,MaterialDesignInXAML/MaterialDesignInXamlToolkit,https://github.com/MaterialDesignInXAML/MaterialDesignInXamlToolkit,2015-02-07 23:30:48,C#,,11547,2836,11547,241,22,MaterialDesignInXAML/MaterialDesignInXamlToolkit,183.0,86419.0,30.0,68.0,2462.0,217.0,1294.0,1511.0,5.0,1070.0,1075.0,5.0,84.0,661.0,175.0,168.0,171.0,168.0,154.0,1,2583,0.07084785133565621,0.02632597754548974,0.011614401858304297,0.9531552458381727,2.2666666666666666,3.2314363143631435,661.0
dotnet/efcore,9,3,0,0,0,4,17,3,3,4.0,16157746,dotnet/efcore,https://github.com/dotnet/efcore,2014-01-23 00:52:01,C#,,10809,2675,10809,1490,23,dotnet/efcore,341.0,0.0,2.0,0.0,12699.0,1528.0,15917.0,17445.0,18.0,9838.0,9856.0,5.0,52.0,687.0,182.0,167.0,169.0,167.0,184.0,1,2963,0.1150860614242322,0.0,0.0006749915626054674,4.2858589267634155,0.0,4.286533918326021,687.0
Ryujinx/Ryujinx,7,0,0,0,0,3,13,0,3,0.0,120231691,Ryujinx/Ryujinx,https://github.com/Ryujinx/Ryujinx,2018-02-04 23:07:54,C#,,10415,1261,10415,362,24,Ryujinx/Ryujinx,110.0,0.0,2.0,0.0,2032.0,302.0,810.0,1112.0,66.0,1945.0,2011.0,0.0,55.0,627.0,165.0,166.0,133.0,166.0,162.0,1,1490,0.0738255033557047,0.0,0.0013422818791946308,1.3637583892617449,0.0,1.3651006711409395,627.0
netchx/netch,16,6,0,0,0,3,14,0,13,0.0,193681686,netchx/netch,https://github.com/netchx/netch,2019-06-25 09:55:30,C#,,10220,1617,10220,7,25,netchx/netch,6.0,428998.0,30.0,30.0,291.0,7.0,603.0,610.0,0.0,184.0,184.0,0.0,10.0,591.0,151.0,165.0,143.0,165.0,118.0,1,984,0.006097560975609756,0.03048780487804878,0.03048780487804878,0.29573170731707316,1.0,1.326219512195122,591.0
QL-Win/QuickLook,28,8,0,0,0,15,21,2,3,0.0,88064357,QL-Win/QuickLook,https://github.com/QL-Win/QuickLook,2017-04-12 14:57:38,C#,,10213,788,10213,329,26,QL-Win/QuickLook,56.0,495104.0,30.0,60.0,818.0,330.0,678.0,1008.0,2.0,89.0,91.0,0.0,76.0,541.0,135.0,164.0,110.0,164.0,103.0,1,1788,0.03131991051454139,0.03355704697986577,0.016778523489932886,0.4574944071588367,2.0,2.4742729306487696,541.0
OpenRA/OpenRA,20,2,0,0,0,15,22,0,0,0.0,959908,OpenRA/OpenRA,https://github.com/OpenRA/OpenRA,2010-10-04 07:38:05,C#,,10163,2316,10163,1617,27,OpenRA/OpenRA,410.0,45967.0,30.0,261.0,28593.0,1515.0,7119.0,8634.0,91.0,9078.0,9169.0,1.0,38.0,670.0,178.0,163.0,161.0,163.0,183.0,1,4170,0.09832134292565947,0.06258992805755395,0.007194244604316547,6.8568345323741005,8.7,15.564028776978416,670.0
aspnetboilerplate/aspnetboilerplate,16,48,0,0,0,0,69,0,0,0.0,12201538,aspnetboilerplate/aspnetboilerplate,https://github.com/aspnetboilerplate/aspnetboilerplate,2013-08-18 20:45:08,C#,,10020,3522,10020,188,28,aspnetboilerplate/aspnetboilerplate,219.0,0.0,2.0,0.0,7062.0,191.0,5011.0,5202.0,5.0,1180.0,1185.0,1.0,49.0,657.0,173.0,162.0,178.0,162.0,155.0,1,3121,0.07016981736622878,0.0,0.0006408202499198974,2.262736302467158,0.0,2.2633771227170776,657.0
dotnet/AspNetCore.Docs,0,0,0,0,0,3,3,0,1,0.0,28239455,dotnet/AspNetCore.Docs,https://github.com/dotnet/AspNetCore.Docs,2014-12-19 17:38:02,C#,,9899,23160,9899,587,29,dotnet/AspNetCore.Docs,1694.0,4540.0,30.0,30.0,13809.0,543.0,11214.0,11757.0,9.0,13409.0,13418.0,1.0,25.0,697.0,185.0,161.0,189.0,161.0,186.0,1,2633,0.643372578807444,0.01139384732244588,0.01139384732244588,5.244587922521839,1.0,6.255981769844285,697.0
App-vNext/Polly,155,3,0,4,0,131,177,10,57,27.0,9864166,App-vNext/Polly,https://github.com/App-vNext/Polly,2013-05-05 04:40:04,C#,,9894,929,9894,73,30,App-vNext/Polly,72.0,518.0,27.0,42.0,1000.0,69.0,469.0,538.0,5.0,385.0,390.0,2.0,203.0,566.0,145.0,160.0,121.0,160.0,125.0,1,3226,0.022318660880347178,0.013019218846869188,0.008369497830130192,0.30998140111593303,1.5555555555555556,1.8739064545016189,566.0
lionsoul2014/ip2region,11,0,0,0,0,1,4,0,0,9.0,45363955,lionsoul2014/ip2region,https://github.com/lionsoul2014/ip2region,2015-11-02 00:43:13,C#,,9786,1784,9786,27,31,lionsoul2014/ip2region,36.0,0.0,2.0,0.0,311.0,24.0,129.0,153.0,5.0,47.0,52.0,0.0,43.0,564.0,143.0,159.0,150.0,159.0,96.0,1,2315,0.015550755939524838,0.0,0.0008639308855291577,0.13434125269978403,0.0,0.1352051835853132,564.0
