fullname_x,C0,C1,C2,C3,C4,C5,C6,C7,C8,number_of_stars,num_of_watchers,num_of_forks,repo_id,repository,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,open_prs,closed_prs,total_prs,readme_issues,readme_commits,Rank,Rank_real,star_rank,fork_rank,watchers_rank,pullrequest_rank,label,fullname_y,created_date,days,community_score,assets_score,releases_score,commits_score,avg_assets_release,progress_score,popularity_score
github/hub,0,1,0,1,0,1,0,0,0,21404,21404,2261,44,github/hub,254.0,39128.0,30.0,257.0,3315.0,221.0,1738.0,1959.0,48.0,753.0,801.0,8.0,184.0,581.0,152.0,148.0,141.0,148.0,144.0,1,github/hub,2009-12-05 22:15:25,4473,0.05678515537670467,0.05745584618824055,0.00670690811535882,0.7411133467471496,8.566666666666666,9.314486921529175,581.0
labstack/echo,1,1,0,1,1,1,1,1,0,21202,21202,1880,45,labstack/echo,251.0,0.0,30.0,0.0,1598.0,44.0,1197.0,1241.0,14.0,753.0,767.0,6.0,237.0,567.0,145.0,147.0,132.0,147.0,141.0,1,labstack/echo,2015-03-01 17:43:01,2561,0.09800859039437719,0.0,0.011714174150722375,0.6239750097618117,0.0,0.6356891839125342,567.0
inconshreveable/ngrok,1,1,0,1,1,0,1,0,0,21104,21104,3870,46,inconshreveable/ngrok,27.0,0.0,0.0,0.0,328.0,336.0,417.0,753.0,10.0,65.0,75.0,0.0,24.0,551.0,139.0,146.0,163.0,146.0,96.0,1,inconshreveable/ngrok,2013-03-20 09:37:43,3272,0.008251833740831296,0.0,0.0,0.10024449877750612,-1,-0.8997555012224939,551.0
openfaas/faas,0,1,0,1,1,1,1,1,0,20733,20733,1679,47,openfaas/faas,182.0,3268.0,30.0,104.0,2033.0,5.0,737.0,742.0,5.0,880.0,885.0,0.0,159.0,563.0,143.0,145.0,127.0,145.0,146.0,1,openfaas/faas,2016-12-22 12:51:39,1899,0.09583991574512901,0.05476566614007372,0.01579778830963665,1.0705634544497105,3.466666666666667,4.553027909426014,563.0
helm/helm,0,1,0,1,1,1,1,0,0,20731,20731,5935,48,helm/helm,682.0,9451.0,30.0,746.0,6509.0,277.0,5991.0,6268.0,212.0,4195.0,4407.0,4.0,97.0,634.0,160.0,144.0,176.0,144.0,170.0,1,helm/helm,2015-10-06 01:07:32,2342,0.29120409906063194,0.318531169940222,0.012809564474807857,2.7792485055508114,24.866666666666667,27.658724736692285,634.0
nsqio/nsq,0,1,0,0,0,1,1,0,0,20593,20593,2638,49,nsqio/nsq,130.0,2933.0,30.0,94.0,2217.0,50.0,547.0,597.0,12.0,773.0,785.0,0.0,116.0,573.0,149.0,143.0,144.0,143.0,143.0,1,nsqio/nsq,2012-05-12 14:37:08,3584,0.03627232142857143,0.026227678571428572,0.008370535714285714,0.6185825892857143,3.1333333333333333,3.7602864583333333,573.0
jesseduffield/lazydocker,1,1,0,1,0,0,1,1,1,20451,20451,752,50,jesseduffield/lazydocker,51.0,4262.0,28.0,217.0,552.0,109.0,84.0,193.0,8.0,112.0,120.0,0.0,83.0,486.0,116.0,142.0,98.0,142.0,104.0,1,jesseduffield/lazydocker,2019-05-18 08:53:50,1022,0.049902152641878667,0.21232876712328766,0.0273972602739726,0.5401174168297456,7.75,8.317514677103718,486.0
yeasy/docker_practice,1,0,0,0,0,0,0,0,0,19689,19689,5140,51,yeasy/docker_practice,112.0,291.0,15.0,7.0,1185.0,2.0,194.0,196.0,0.0,296.0,296.0,16.0,146.0,570.0,147.0,141.0,172.0,141.0,116.0,1,yeasy/docker_practice,2014-09-05 04:06:39,2738,0.04090577063550037,0.002556610664718773,0.00547845142439737,0.43279766252739227,0.4666666666666667,0.9049427806184562,570.0
nektos/act,1,1,0,1,1,0,1,1,0,19597,19597,514,52,nektos/act,110.0,15698.0,30.0,204.0,531.0,55.0,543.0,598.0,13.0,407.0,420.0,8.0,103.0,496.0,122.0,140.0,94.0,140.0,122.0,1,nektos/act,2019-01-02 19:53:43,1158,0.09499136442141623,0.17616580310880828,0.025906735751295335,0.4585492227979275,6.8,7.284455958549223,496.0
sirupsen/logrus,0,1,0,1,0,0,1,0,0,19364,19364,2053,53,sirupsen/logrus,294.0,0.0,13.0,0.0,1218.0,11.0,604.0,615.0,65.0,633.0,698.0,1.0,269.0,552.0,140.0,139.0,137.0,139.0,137.0,1,sirupsen/logrus,2013-10-16 19:08:55,3062,0.09601567602873938,0.0,0.004245591116917048,0.39777922926192033,0.0,0.40202482037883736,552.0
ehang-io/nps,0,1,0,1,0,1,1,1,0,19349,19349,3422,54,ehang-io/nps,38.0,17852.0,30.0,886.0,700.0,266.0,643.0,909.0,8.0,83.0,91.0,1.0,120.0,534.0,131.0,138.0,160.0,138.0,98.0,1,ehang-io/nps,2018-11-04 13:22:51,1217,0.031224322103533278,0.7280197206244864,0.024650780608052588,0.5751848808545604,29.533333333333335,30.13316899479595,534.0
tsenart/vegeta,0,1,0,1,1,1,1,1,1,18718,18718,1163,55,tsenart/vegeta,63.0,3156.0,30.0,227.0,668.0,74.0,301.0,375.0,16.0,193.0,209.0,19.0,179.0,494.0,120.0,137.0,112.0,137.0,108.0,1,tsenart/vegeta,2013-08-13 11:45:21,3126,0.02015355086372361,0.0726167626359565,0.009596928982725527,0.21369161868202174,7.566666666666666,7.789955214331414,494.0
k3s-io/k3s,0,1,0,1,1,0,1,1,0,18513,18513,1599,56,k3s-io/k3s,174.0,138.0,30.0,516.0,2197.0,403.0,2670.0,3073.0,17.0,1922.0,1939.0,7.0,87.0,556.0,142.0,136.0,124.0,136.0,160.0,1,k3s-io/k3s,2018-05-31 01:37:46,1374,0.12663755458515283,0.37554585152838427,0.021834061135371178,1.598981077147016,17.2,18.820815138282388,556.0
zyedidia/micro,0,1,0,1,0,0,1,1,0,18433,18433,932,57,zyedidia/micro,256.0,14991.0,30.0,414.0,2721.0,545.0,1153.0,1698.0,67.0,608.0,675.0,3.0,141.0,509.0,127.0,135.0,103.0,135.0,136.0,1,zyedidia/micro,2016-03-11 02:06:28,2185,0.11716247139588101,0.18947368421052632,0.013729977116704805,1.2453089244851259,13.8,15.05903890160183,509.0
coreybutler/nvm-windows,0,1,0,1,0,1,1,0,0,18364,18364,1921,58,coreybutler/nvm-windows,67.0,1210778.0,17.0,41.0,346.0,81.0,518.0,599.0,12.0,102.0,114.0,4.0,115.0,502.0,124.0,134.0,133.0,134.0,101.0,1,coreybutler/nvm-windows,2014-09-20 16:37:28,2723,0.024605214836577304,0.015056922511935366,0.006243114212265883,0.12706573632023505,2.411764705882353,2.5450735564148537,502.0
rancher/rancher,1,0,0,1,1,1,1,1,0,18122,18122,2426,59,rancher/rancher,225.0,446.0,30.0,534.0,8442.0,2070.0,26321.0,28391.0,153.0,7816.0,7969.0,0.0,86.0,587.0,154.0,133.0,143.0,133.0,178.0,1,rancher/rancher,2014-11-07 20:49:31,2675,0.08411214953271028,0.19962616822429907,0.011214953271028037,3.15588785046729,17.8,20.967102803738317,587.0
tmrts/go-patterns,0,1,0,0,0,0,1,0,0,17728,17728,1639,60,tmrts/go-patterns,14.0,0.0,0.0,0.0,72.0,14.0,11.0,25.0,47.0,37.0,84.0,0.0,36.0,487.0,117.0,132.0,126.0,132.0,97.0,1,tmrts/go-patterns,2015-12-14 22:05:06,2273,0.0061592608886933565,0.0,0.0,0.03167619885613726,-1,-0.9683238011438627,487.0
photoprism/photoprism,0,1,0,1,1,0,1,1,0,17682,17682,953,61,photoprism/photoprism,106.0,0.0,30.0,0.0,5352.0,271.0,1081.0,1352.0,29.0,247.0,276.0,0.0,485.0,481.0,114.0,131.0,105.0,131.0,114.0,1,photoprism/photoprism,2018-01-27 12:00:15,1498,0.07076101468624833,0.0,0.020026702269692925,3.572763684913218,0.0,3.5927903871829105,481.0
schollz/croc,0,1,0,1,0,1,1,0,0,17596,17596,733,62,schollz/croc,78.0,24746.0,30.0,768.0,1634.0,73.0,240.0,313.0,5.0,138.0,143.0,3.0,277.0,463.0,111.0,130.0,97.0,130.0,106.0,1,schollz/croc,2017-10-17 15:20:18,1600,0.04875,0.48,0.01875,1.02125,25.6,26.64,463.0
spf13/viper,1,1,0,1,0,0,1,0,0,17526,17526,1516,63,spf13/viper,146.0,0.0,17.0,0.0,480.0,332.0,377.0,709.0,84.0,445.0,529.0,12.0,103.0,507.0,126.0,129.0,122.0,129.0,127.0,1,spf13/viper,2014-04-02 14:33:33,2894,0.05044920525224603,0.0,0.005874222529371113,0.165860400829302,0.0,0.17173462335867312,507.0
asim/go-micro,1,1,0,1,0,1,0,0,0,17275,17275,1940,64,asim/go-micro,164.0,0.0,30.0,0.0,3642.0,69.0,820.0,889.0,1.0,1502.0,1503.0,0.0,220.0,542.0,134.0,128.0,134.0,128.0,152.0,1,asim/go-micro,2015-01-13 23:30:18,2608,0.06288343558282208,0.0,0.011503067484662576,1.396472392638037,0.0,1.4079754601226995,542.0
