fullname_x,C0,C1,C2,C3,C4,C5,C6,C7,C8,number_of_stars,num_of_watchers,num_of_forks,repo_id,repository,fullname_y,open_prs,closed_prs,total_prs,community,downloads,releases,assets,commits,open_issues,closed_issues,total_issues,readme_issues,readme_commits,Rank,Rank_real,star_rank,fork_rank,watchers_rank,pullrequest_rank,label,fullname,created_date,days,community_score,assets_score,releases_score,commits_score,avg_assets_release,progress_score,popularity_score
zephyrproject-rtos/meta-zephyr-sdk,0,0,0,1,0,0,1,0,0,45,45,28,143,zephyrproject-rtos/meta-zephyr-sdk,zephyrproject-rtos/meta-zephyr-sdk,0,35,35,9,45614,27,20,232,4,75,79,0,5,250.0,76.0,44.0,64.0,44.0,98.0,0,zephyrproject-rtos/meta-zephyr-sdk,2016-06-14 20:38:26,2090,0.00430622009569378,0.009569377990430622,0.01291866028708134,0.11100478468899522,0.7407407407407407,0.8646641857168172,250.0
tangrs/usb-gba-multiboot,1,1,0,1,0,1,0,0,0,44,44,2,170,tangrs/usb-gba-multiboot,tangrs/usb-gba-multiboot,0,0,0,1,0,0,0,8,1,0,1,0,1,94.0,19.0,43.0,7.0,43.0,1.0,0,tangrs/usb-gba-multiboot,2012-07-06 11:16:20,3529,0.00028336639274582036,0.0,0.0,0.002266931141966563,-1,-0.9977330688580335,94.0
quetwo/as3-arduino-connector,0,0,0,1,0,0,0,0,0,43,43,21,153,quetwo/as3-arduino-connector,quetwo/as3-arduino-connector,0,0,0,3,0,0,0,52,15,21,36,0,1,140.0,28.0,42.0,55.0,42.0,1.0,0,quetwo/as3-arduino-connector,2015-03-22 01:00:51,2540,0.0011811023622047244,0.0,0.0,0.02047244094488189,-1,-0.9795275590551181,140.0
ailispaw/docker-root-xhyve,1,1,0,1,0,0,1,0,0,42,42,4,168,ailispaw/docker-root-xhyve,ailispaw/docker-root-xhyve,0,0,0,1,568,9,9,89,2,9,11,0,60,96.0,20.0,41.0,13.0,41.0,1.0,0,ailispaw/docker-root-xhyve,2015-08-07 21:56:17,2402,0.00041631973355537054,0.003746877601998335,0.003746877601998335,0.037052456286427976,1.0,1.0407993338884263,96.0
rsyslog/libfastjson,0,1,0,1,1,0,0,0,0,41,41,26,148,rsyslog/libfastjson,rsyslog/libfastjson,1,88,89,69,0,0,0,698,29,45,74,2,7,254.0,77.0,40.0,61.0,40.0,113.0,0,rsyslog/libfastjson,2015-11-18 14:59:42,2299,0.03001304915180513,0.0,0.0,0.30361026533275337,-1,-0.6963897346672466,254.0
eldarkg/emdr1986x-std-per-lib,1,0,0,1,1,0,0,0,0,40,40,26,150,eldarkg/emdr1986x-std-per-lib,eldarkg/emdr1986x-std-per-lib,0,24,24,8,0,0,0,154,9,24,33,1,27,233.0,69.0,39.0,61.0,39.0,94.0,0,eldarkg/emdr1986x-std-per-lib,2015-04-04 18:09:13,2527,0.0031658092599920855,0.0,0.0,0.060941828254847646,-1,-0.9390581717451524,233.0
promisechen/dpdk,1,0,0,1,1,0,1,0,0,39,39,28,147,promisechen/dpdk,promisechen/dpdk,0,0,0,3,0,0,0,54,1,0,1,0,19,141.0,30.0,38.0,64.0,38.0,1.0,0,promisechen/dpdk,2015-10-24 01:16:52,2324,0.0012908777969018934,0.0,0.0,0.02323580034423408,-1,-0.9767641996557659,141.0
WetDesertRock/GifCat,1,1,0,1,1,1,1,0,1,36,36,5,173,WetDesertRock/GifCat,WetDesertRock/GifCat,0,2,2,2,0,1,0,6,4,0,4,0,6,147.0,34.0,37.0,17.0,37.0,56.0,0,WetDesertRock/GifCat,2016-06-26 17:20:00,2078,0.0009624639076034649,0.0,0.00048123195380173246,0.0028873917228103944,0.0,0.003368623676612127,147.0
mltframework/melted,0,1,0,1,0,0,1,0,0,35,35,25,159,mltframework/melted,mltframework/melted,0,1,1,11,0,0,0,1408,1,2,3,0,14,170.0,41.0,36.0,58.0,36.0,40.0,0,mltframework/melted,2012-04-23 22:25:51,3603,0.0030530113794060504,0.0,0.0,0.39078545656397445,-1,-0.6092145434360255,170.0
nickgammon/MAX7219_Dot_Matrix,0,0,0,1,0,0,0,0,0,33,33,14,164,nickgammon/MAX7219_Dot_Matrix,nickgammon/MAX7219_Dot_Matrix,0,1,1,2,0,0,0,10,2,4,6,0,3,145.0,32.0,35.0,35.0,35.0,40.0,0,nickgammon/MAX7219_Dot_Matrix,2015-05-13 04:25:54,2488,0.0008038585209003215,0.0,0.0,0.0040192926045016075,-1,-0.9959807073954984,145.0
dji-sdk/Manifold-Cam,0,1,0,1,0,0,1,0,0,32,32,25,161,dji-sdk/Manifold-Cam,dji-sdk/Manifold-Cam,1,0,1,5,0,0,0,11,10,7,17,0,7,166.0,39.0,34.0,58.0,34.0,40.0,0,dji-sdk/Manifold-Cam,2015-11-03 03:16:19,2314,0.00216076058772688,0.0,0.0,0.004753673292999135,-1,-0.9952463267070009,166.0
phplang/php-past,0,0,1,0,0,0,0,0,0,31,31,1,179,phplang/php-past,phplang/php-past,0,0,0,1,0,0,0,32,0,0,0,0,1,69.0,14.0,33.0,2.0,33.0,1.0,0,phplang/php-past,2016-06-28 07:19:47,2076,0.0004816955684007707,0.0,0.0,0.015414258188824663,-1,-0.9845857418111753,69.0
friendlyarm/uboot_tiny4412,1,1,0,1,1,1,1,0,1,30,30,37,152,friendlyarm/uboot_tiny4412,friendlyarm/uboot_tiny4412,0,0,0,1,0,0,0,7,0,0,0,0,1,143.0,31.0,32.0,78.0,32.0,1.0,0,friendlyarm/uboot_tiny4412,2015-10-31 07:10:33,2317,0.00043159257660768235,0.0,0.0,0.0030211480362537764,-1,-0.9969788519637462,143.0
toby20130333/qtquickqrencode,1,1,0,1,1,1,1,0,0,29,29,14,167,toby20130333/qtquickqrencode,toby20130333/qtquickqrencode,0,0,0,1,0,0,0,18,0,0,0,0,12,98.0,21.0,31.0,35.0,31.0,1.0,0,toby20130333/qtquickqrencode,2015-11-03 10:14:45,2314,0.000432152117545376,0.0,0.0,0.007778738115816767,-1,-0.9922212618841832,98.0
wireapp/cryptobox-c,1,1,0,1,1,0,1,0,0,28,28,17,165,wireapp/cryptobox-c,wireapp/cryptobox-c,0,18,18,17,0,6,0,213,2,0,2,0,17,172.0,44.0,23.0,43.0,23.0,83.0,0,wireapp/cryptobox-c,2015-12-11 15:02:09,2276,0.007469244288224956,0.0,0.0026362038664323375,0.09358523725834798,0.0,0.09622144112478032,172.0
wireapp/cryptobox-c,1,1,0,1,1,0,1,0,0,28,28,17,166,wireapp/cryptobox-c,wireapp/cryptobox-c,0,18,18,17,0,6,0,213,2,0,2,0,17,172.0,44.0,23.0,43.0,23.0,83.0,0,wireapp/cryptobox-c,2015-12-11 15:02:09,2276,0.007469244288224956,0.0,0.0026362038664323375,0.09358523725834798,0.0,0.09622144112478032,172.0
wireapp/cryptobox-c,1,1,0,1,1,0,1,0,0,28,28,17,165,wireapp/cryptobox-c,wireapp/cryptobox-c,0,18,18,17,0,6,0,213,2,0,2,0,17,172.0,44.0,23.0,43.0,23.0,83.0,0,wireapp/cryptobox-c,2015-12-11 15:02:09,2276,0.007469244288224956,0.0,0.0026362038664323375,0.09358523725834798,0.0,0.09622144112478032,172.0
wireapp/cryptobox-c,1,1,0,1,1,0,1,0,0,28,28,17,166,wireapp/cryptobox-c,wireapp/cryptobox-c,0,18,18,17,0,6,0,213,2,0,2,0,17,172.0,44.0,23.0,43.0,23.0,83.0,0,wireapp/cryptobox-c,2015-12-11 15:02:09,2276,0.007469244288224956,0.0,0.0026362038664323375,0.09358523725834798,0.0,0.09622144112478032,172.0
wireapp/cryptobox-c,1,1,0,1,1,0,1,0,0,28,28,17,165,wireapp/cryptobox-c,wireapp/cryptobox-c,0,18,18,17,0,6,0,213,2,0,2,0,17,172.0,44.0,23.0,43.0,23.0,83.0,0,wireapp/cryptobox-c,2015-12-11 15:02:09,2276,0.007469244288224956,0.0,0.0026362038664323375,0.09358523725834798,0.0,0.09622144112478032,172.0
wireapp/cryptobox-c,1,1,0,1,1,0,1,0,0,28,28,17,166,wireapp/cryptobox-c,wireapp/cryptobox-c,0,18,18,17,0,6,0,213,2,0,2,0,17,172.0,44.0,23.0,43.0,23.0,83.0,0,wireapp/cryptobox-c,2015-12-11 15:02:09,2276,0.007469244288224956,0.0,0.0026362038664323375,0.09358523725834798,0.0,0.09622144112478032,172.0
wireapp/cryptobox-c,1,1,0,1,1,0,1,0,0,28,28,17,165,wireapp/cryptobox-c,wireapp/cryptobox-c,0,18,18,17,0,6,0,213,2,0,2,0,17,172.0,44.0,23.0,43.0,23.0,83.0,0,wireapp/cryptobox-c,2015-12-11 15:02:09,2276,0.007469244288224956,0.0,0.0026362038664323375,0.09358523725834798,0.0,0.09622144112478032,172.0
wireapp/cryptobox-c,1,1,0,1,1,0,1,0,0,28,28,17,166,wireapp/cryptobox-c,wireapp/cryptobox-c,0,18,18,17,0,6,0,213,2,0,2,0,17,172.0,44.0,23.0,43.0,23.0,83.0,0,wireapp/cryptobox-c,2015-12-11 15:02:09,2276,0.007469244288224956,0.0,0.0026362038664323375,0.09358523725834798,0.0,0.09622144112478032,172.0
markvanderloo/gower,0,1,0,1,0,0,1,0,0,27,27,2,182,markvanderloo/gower,markvanderloo/gower,0,2,2,3,0,0,0,96,5,11,16,1,11,107.0,22.0,22.0,7.0,22.0,56.0,0,markvanderloo/gower,2016-06-02 21:22:00,2102,0.0014272121788772598,0.0,0.0,0.04567078972407231,-1,-0.9543292102759277,107.0
sooty1892/packet-pro,0,1,0,1,0,0,0,0,0,26,26,8,176,sooty1892/packet-pro,sooty1892/packet-pro,0,0,0,7,0,0,0,276,0,0,0,0,6,67.0,13.0,21.0,24.0,21.0,1.0,0,sooty1892/packet-pro,2014-11-20 19:40:46,2662,0.002629601803155522,0.0,0.0,0.10368144252441773,-1,-0.8963185574755823,67.0
fm4dd/viper,0,1,0,1,1,0,0,0,0,24,24,15,171,fm4dd/viper,fm4dd/viper,0,0,0,1,0,0,0,24,0,0,0,0,17,80.0,16.0,20.0,39.0,20.0,1.0,0,fm4dd/viper,2015-12-15 12:16:16,2272,0.00044014084507042255,0.0,0.0,0.01056338028169014,-1,-0.9894366197183099,80.0
open-power/capiflash,0,1,0,1,0,0,0,0,0,23,23,12,175,open-power/capiflash,open-power/capiflash,0,16,16,7,0,11,0,98,3,6,9,0,15,147.0,34.0,19.0,30.0,19.0,79.0,0,open-power/capiflash,2015-10-28 00:19:54,2320,0.003017241379310345,0.0,0.0047413793103448275,0.04224137931034483,0.0,0.04698275862068966,147.0
billyriantono/s2geometry-node,0,0,0,1,1,1,1,0,0,22,22,10,177,billyriantono/s2geometry-node,billyriantono/s2geometry-node,0,6,6,7,0,0,0,71,6,11,17,0,17,130.0,27.0,18.0,27.0,18.0,67.0,0,billyriantono/s2geometry-node,2016-07-18 10:11:56,2056,0.003404669260700389,0.0,0.0,0.03453307392996109,-1,-0.9654669260700389,130.0
bk2204/php-hash-dos,0,1,0,1,0,0,0,0,0,21,21,3,187,bk2204/php-hash-dos,bk2204/php-hash-dos,0,0,0,1,0,0,0,8,0,0,0,0,5,45.0,6.0,17.0,10.0,17.0,1.0,0,bk2204/php-hash-dos,2015-09-30 23:05:31,2348,0.00042589437819420784,0.0,0.0,0.0034071550255536627,-1,-0.9965928449744463,45.0
cesanta/polar,0,0,0,1,0,1,0,0,0,18,18,6,185,cesanta/polar,cesanta/polar,0,2,2,3,0,0,0,5,1,0,1,0,2,109.0,24.0,16.0,21.0,16.0,56.0,0,cesanta/polar,2015-03-22 21:43:16,2540,0.0011811023622047244,0.0,0.0,0.001968503937007874,-1,-0.9980314960629921,109.0
SwiftOnTheServer/CCurl,0,1,0,1,0,0,0,0,0,17,17,7,184,SwiftOnTheServer/CCurl,SwiftOnTheServer/CCurl,0,0,0,1,0,0,0,8,0,0,0,0,4,53.0,8.0,15.0,22.0,15.0,1.0,0,SwiftOnTheServer/CCurl,2015-12-22 21:29:31,2265,0.0004415011037527594,0.0,0.0,0.003532008830022075,-1,-0.996467991169978,53.0
hikdo/idevice,1,1,0,1,0,0,0,0,0,16,16,8,183,hikdo/idevice,hikdo/idevice,0,0,0,5,0,0,0,12,0,0,0,0,8,53.0,8.0,14.0,24.0,14.0,1.0,0,hikdo/idevice,2015-10-29 11:28:48,2319,0.0021561017680034496,0.0,0.0,0.00517464424320828,-1,-0.9948253557567918,53.0
Lyq1st/chromeExtInstaller,0,0,0,1,0,0,1,0,0,15,15,13,178,Lyq1st/chromeExtInstaller,Lyq1st/chromeExtInstaller,0,0,0,1,0,0,0,24,1,1,2,0,7,60.0,10.0,13.0,33.0,13.0,1.0,0,Lyq1st/chromeExtInstaller,2015-05-03 05:18:53,2498,0.00040032025620496394,0.0,0.0,0.009607686148919135,-1,-0.9903923138510808,60.0
kolasa/fglrx-core-15.201,0,0,0,0,1,0,0,0,0,14,14,4,189,kolasa/fglrx-core-15.201,kolasa/fglrx-core-15.201,0,1,1,1,0,0,0,7,2,3,5,0,1,77.0,15.0,12.0,13.0,12.0,40.0,0,kolasa/fglrx-core-15.201,2015-09-16 15:49:34,2362,0.0004233700254022015,0.0,0.0,0.0029635901778154107,-1,-0.9970364098221846,77.0
spaze/upc_keys-lambda,0,1,0,1,0,0,0,0,0,13,13,12,180,spaze/upc_keys-lambda,spaze/upc_keys-lambda,0,2,2,2,0,0,0,18,1,0,1,0,4,108.0,23.0,11.0,30.0,11.0,56.0,0,spaze/upc_keys-lambda,2016-05-23 17:45:57,2112,0.000946969696969697,0.0,0.0,0.008522727272727272,-1,-0.9914772727272727,108.0
pili-engineering/cpili,1,1,0,1,0,1,0,0,0,12,12,10,186,pili-engineering/cpili,pili-engineering/cpili,0,0,0,1,0,0,0,34,0,1,1,0,11,48.0,7.0,10.0,27.0,10.0,1.0,0,pili-engineering/cpili,2015-09-15 16:57:10,2363,0.00042319085907744394,0.0,0.0,0.014388489208633094,-1,-0.9856115107913669,48.0
mpatraw/butterfly,0,1,0,1,0,0,0,0,0,11,11,0,193,mpatraw/butterfly,mpatraw/butterfly,0,0,0,2,0,0,0,99,0,0,0,0,43,20.0,4.0,9.0,1.0,9.0,1.0,0,mpatraw/butterfly,2015-09-24 23:23:23,2354,0.0008496176720475786,0.0,0.0,0.04205607476635514,-1,-0.9579439252336449,20.0
starwing/lua-miniz,0,0,0,1,0,0,0,0,0,10,10,3,191,starwing/lua-miniz,starwing/lua-miniz,0,1,1,2,0,0,0,13,0,1,1,0,3,66.0,12.0,8.0,10.0,8.0,40.0,0,starwing/lua-miniz,2015-10-11 12:22:46,2337,0.0008557980316645272,0.0,0.0,0.005562687205819427,-1,-0.9944373127941806,66.0
pts/pts-swiggle,0,1,0,1,0,0,0,0,0,8,8,1,194,pts/pts-swiggle,pts/pts-swiggle,0,0,0,1,0,0,0,63,0,0,0,0,1,17.0,3.0,7.0,2.0,7.0,1.0,0,pts/pts-swiggle,2015-10-15 18:19:14,2333,0.0004286326618088298,0.0,0.0,0.02700385769395628,-1,-0.9729961423060437,17.0
rebelbot/OptimizerLesson,0,0,1,0,0,0,0,0,0,7,7,5,190,rebelbot/OptimizerLesson,rebelbot/OptimizerLesson,0,2,2,2,0,2,0,7,0,0,0,0,1,85.0,17.0,6.0,17.0,6.0,56.0,0,rebelbot/OptimizerLesson,2015-09-27 20:41:06,2351,0.0008507018290089324,0.0,0.0008507018290089324,0.0029774564015312634,0.0,0.0038281582305401958,85.0
beebeeep/recent,0,1,0,0,0,0,0,0,0,6,6,1,196,beebeeep/recent,beebeeep/recent,0,0,0,3,0,0,0,11,0,0,0,0,2,13.0,2.0,5.0,2.0,5.0,1.0,0,beebeeep/recent,2015-05-09 22:51:29,2492,0.001203852327447833,0.0,0.0,0.004414125200642055,-1,-0.9955858747993579,13.0
JayKothari/uart_rtdm,1,0,0,0,0,0,1,0,0,5,5,1,197,JayKothari/uart_rtdm,JayKothari/uart_rtdm,0,0,0,1,0,0,0,6,0,0,0,0,2,11.0,1.0,4.0,2.0,4.0,1.0,0,JayKothari/uart_rtdm,2015-05-13 09:18:34,2488,0.00040192926045016077,0.0,0.0,0.002411575562700965,-1,-0.997588424437299,11.0
lariodiniz/REFO,0,1,0,0,0,0,0,0,0,4,4,1,198,lariodiniz/REFO,lariodiniz/REFO,0,2,2,2,0,0,0,12,0,0,0,0,1,64.0,11.0,3.0,2.0,3.0,56.0,0,lariodiniz/REFO,2015-05-09 19:40:28,2492,0.0008025682182985554,0.0,0.0,0.004815409309791332,-1,-0.9951845906902087,64.0
OpenKore/grftool,0,1,0,1,0,0,0,0,0,3,3,5,192,OpenKore/grftool,OpenKore/grftool,0,0,0,1,0,0,0,5,0,0,0,0,1,22.0,5.0,2.0,17.0,2.0,1.0,0,OpenKore/grftool,2015-10-01 00:35:12,2347,0.00042607584149978694,0.0,0.0,0.0021303792074989347,-1,-0.9978696207925011,22.0
HomeBankCode/lena-its-tools,0,1,0,1,0,0,0,0,0,2,2,3,195,HomeBankCode/lena-its-tools,HomeBankCode/lena-its-tools,0,17,17,5,0,2,0,130,0,0,0,0,10,93.0,18.0,1.0,10.0,1.0,81.0,0,HomeBankCode/lena-its-tools,2015-05-11 04:12:46,2490,0.002008032128514056,0.0,0.0008032128514056225,0.05220883534136546,0.0,0.05301204819277108,93.0
